NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE_NO,CUSINE_TYPE,TIMING,RATING_TYPE,RATING,VOTES
Krishna Food Services,300,"North Indian,Chinese",Mumbai,Mahakali,https://www.zomato.com/mumbai/krishna-food-services-mahakali/info,685,Quick Bites,"9am to 3pm,730pm to 1130pm(Mon-Sun)",Not rated,-,-
Aao Kabhi Haveli Pe,350,"Fast Food,Beverages",Mumbai,Sion,https://www.zomato.com/mumbai/aao-kabhi-haveli-pe-sion/info,685,Quick Bites,10am to 10pm(Mon-Sun),Not rated,-,-
Shree Ganesh Hotel Bhagat Keruchand,450,"North Indian,Chinese",Mumbai,Dombivali West,https://www.zomato.com/mumbai/shree-ganesh-hotel-bhagat-keruchand-dombivali-west-thane/info,685,Casual Dining,11am to 12midnight(Mon-Sun),Not rated,-,-
Famous Dum Biryani,400,"North Indian,Chinese,Mughlai",Mumbai,Kharghar,https://www.zomato.com/mumbai/famous-dum-biryani-kharghar-navi-mumbai/info,685,Quick Bites,"1130am to 430pm,7pm to 1130pm(Mon-Sun)",None,NEW,NEW
Hungry Thali & Combo,400,"North Indian,Chinese",Mumbai,Mahakali,https://www.zomato.com/mumbai/hungry-thali-combo-mahakali/info,685,none,"10am to 330pm,7pm to 11pm(Mon-Sun)",Not rated,-,-
Thane Darbar Chinese Restaurant,300,"Chinese,North Indian",Mumbai,Khopat-- Thane West,https://www.zomato.com/mumbai/thane-darbar-chinese-restaurant-khopat-thane-west-thane/info,685,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Cafe Cheesy Bistro,300,Fast Food,Mumbai,Kalyan,https://www.zomato.com/mumbai/cafe-cheesy-bistro-kalyan-thane/info,685,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Green N Going,150,"Salad,Desserts",Mumbai,Vashi,https://www.zomato.com/mumbai/green-n-going-1-vashi-navi-mumbai/info,685,Quick Bites,12noon to 11pm(Mon-Sun),None,NEW,NEW
Mhavra Bakra,650,North Indian,Mumbai,Dadar Shivaji Park,https://www.zomato.com/mumbai/mhavra-bakra-1-dadar-shivaji-park/info,685,Casual Dining,"1130am to 330pm,7pm to 1130pm(Mon-Sun)",None,NEW,NEW
The Macro Kitchen Project,400,"Healthy Food,Salad",Mumbai,Hiranandani Estate-- Thane West,https://www.zomato.com/mumbai/the-macro-kitchen-project-hiranandani-estate-thane-west-thane/info,685,Quick Bites,1230pm to 11pm(Mon-Sun),None,NEW,NEW
Food Swings Cafe,400,"Fast Food,Beverages",Mumbai,Sion,https://www.zomato.com/mumbai/food-swings-cafe-sion/info,685,Quick Bites,"10am to 10pm(Mon-Sat),Closed(Sun)",Good,3.6,16
Farru's Kitchen,400,"North Indian,Chinese",Mumbai,Kharghar,https://www.zomato.com/mumbai/farrus-kitchen-kharghar-navi-mumbai/info,685,none,8am to 11pm(Mon-Sun),None,NEW,NEW
Hotel Sai Darsh,450,"North Indian,Chinese,Seafood,Fast Food,Biryani",Mumbai,Dombivali West,https://www.zomato.com/mumbai/hotel-sai-darsh-dombivali-west/info,685,Casual Dining,10am to 12midnight(Mon-Sun),Not rated,-,-
Rashtriya Lunch Home,400,"North Indian,Chinese",Mumbai,Dadar West,https://www.zomato.com/mumbai/rashtriya-lunch-home-dadar-west/info,685,Casual Dining,11am to 11pm(Mon-Sun),Not rated,-,-
Mothers Bakery Cake Shop,200,"Bakery,Desserts",Mumbai,Malad West,https://www.zomato.com/mumbai/mothers-bakery-cake-shop-malad-west/info,685,Bakery,830am to 10pm(Mon-Sun),Not rated,-,-
Hilltop Cafe,200,"Fast Food,Pizza",Mumbai,CBD-Belapur,https://www.zomato.com/mumbai/hilltop-cafe-cbd-belapur-navi-mumbai/info,686,Café,11am to 10pm(Mon-Sun),Good,3.5,12
Hotel Pushpak,500,"North Indian,Chinese",Mumbai,Mira Road,https://www.zomato.com/mumbai/hotel-pushpak-mira-road/info,686,Casual Dining,11am to 12midnight(Mon-Sun),Not rated,-,-
New Sindh Punjab,400,North Indian,Mumbai,Dadar East,https://www.zomato.com/mumbai/new-sindh-punjab-dadar-east/info,686,Casual Dining,11am to 12midnight(Mon-Sun),Not rated,-,-
C4 Chocolates,200,Desserts,Mumbai,Marol,https://www.zomato.com/mumbai/c4-chocolates-marol/info,686,Dessert Parlor,10am to 7pm(Mon-Sun),Not rated,-,-
Hotel Safari,450,"North Indian,Chinese",Mumbai,Mira Road,https://www.zomato.com/mumbai/hotel-safari-mira-road/info,686,Casual Dining,"11am to 4pm,7pm to 12midnight(Mon-Sun)",Not rated,-,-
221B Baker Street,350,"Desserts,Bakery",Mumbai,Marol,https://www.zomato.com/221b-baker-street/info,686,Dessert Parlor,12noon to 10pm(Mon-Sun),Not rated,-,-
Konkan Maratha Mejwani,250,Malwani,Mumbai,Vasant Vihar-- Thane West,https://www.zomato.com/mumbai/konkan-maratha-mejwani-vasant-vihar-thane-west/info,686,Quick Bites,"1130am to 330pm,7pm to 11pm(Mon-Sun)",Not rated,-,-
Sai Krupa,350,"Chinese,North Indian",Mumbai,Naupada-- Thane West,https://www.zomato.com/mumbai/sai-krupa-naupada-thane-west/info,686,Casual Dining,7am to 11pm(Mon-Sun),Not rated,-,-
Red Brick Café,600,"North Indian,Chinese",Mumbai,Grand Mookambika-- Kopar Khairane,https://www.zomato.com/mumbai/red-brick-café-kopar-khairane-navi-mumbai/info,686,Quick Bites,11am to 12midnight(Mon-Sun),Not rated,-,-
Sai Trupti,200,"Chinese,Fast Food",Mumbai,CBD-Belapur,https://www.zomato.com/mumbai/sai-trupti-cbd-belapur-navi-mumbai/info,686,Quick Bites,8am to 11pm(Mon-Sun),Not rated,-,-
Konkan Food Express,500,Konkan,Mumbai,CBD-Belapur,https://www.zomato.com/mumbai/konkan-food-express-cbd-belapur-navi-mumbai/info,686,Quick Bites,9am to 9pm(Mon-Sun),Not rated,-,-
Chopstick,200,Chinese,Mumbai,Bhayandar,https://www.zomato.com/mumbai/chopstick-bhayandar/info,686,Quick Bites,10am to 11pm(Mon-Sun),Not rated,-,-
Shubham Chinese & Indian Family Restaurant,400,Chinese,Mumbai,Mira Road,https://www.zomato.com/mumbai/shubham-chinese-indian-family-restaurant-mira-road/info,686,Casual Dining,"11am to 4pm,6pm to 1130pm(Mon-Sun)",Not rated,-,-
Hotel Marol Gomantak,500,"Malwani,Chinese",Mumbai,Marol,https://www.zomato.com/mumbai/hotel-marol-gomantak-marol/info,686,Quick Bites,"11am to 330pm,7pm to 1130pm(Mon-Sun)",Not rated,-,-
Annapurna Lunch Home,400,Chinese,Mumbai,Mulund West,https://www.zomato.com/mumbai/annapurna-lunch-home-mulund-west/info,686,Quick Bites,830am to 10pm(Mon-Sun),Not rated,-,-
San pasto,800,Fast Food,Mumbai,Malad West,https://www.zomato.com/mumbai/san-pasto-malad-west/info,687,Casual Dining,12noon to 12midnight(Mon-Sun),Not rated,-,-
Firoz Zayka,300,"Street Food,Seafood,Biryani,North Indian,Chinese",Mumbai,Juhu,https://www.zomato.com/mumbai/firoz-zayka-juhu/info,687,Quick Bites,11am to 1140pm(Mon-Sun),Average,3.2,32
Hotel Alma,400,Chinese,Mumbai,Castle Mill-- Thane West,https://www.zomato.com/mumbai/hotel-alma-castle-mill-thane-west/info,687,Quick Bites,"12noon to 3pm,6pm to 12midnight(Mon-Sun)",Not rated,-,-
Classic Snack's,200,Fast Food,Mumbai,Lower Parel,https://www.zomato.com/mumbai/classic-snacks-lower-parel/info,687,Quick Bites,10am to 9pm(Mon-Sun),Not rated,-,-
Hotel Annam Kerala,350,South Indian,Mumbai,Mahakali,https://www.zomato.com/mumbai/hotel-annam-kerala-mahakali/info,687,Quick Bites,8am to 1130pm(Mon-Sun),Not rated,-,-
Chinatown Chinese Corner,400,Chinese,Mumbai,Ghatkopar West,https://www.zomato.com/mumbai/chinatown-chinese-corner-ghatkopar-west/info,687,Casual Dining,1030am to 11pm(Mon-Sun),Not rated,-,-
3 Spice Biryani,350,Biryani,Mumbai,Worli,https://www.zomato.com/mumbai/3-spice-biryani-worli/info,687,Quick Bites,"1130am to 3pm,730pm to 11pm(Mon-Sun)",Not rated,-,-
Royal Chinese,250,Chinese,Mumbai,Nerul,https://www.zomato.com/mumbai/royal-chinese-nerul-navi-mumbai/info,687,none,11am to 11pm(Mon-Sun),Not rated,-,-
Snacks Point,350,"Street Food,Fast Food",Mumbai,Matunga East,https://www.zomato.com/mumbai/snacks-point-matunga-east/info,687,Quick Bites,10am to 12midnight(Mon-Sun),Not rated,-,-
Pravin Sandwich,350,Fast Food,Mumbai,Kalwa,https://www.zomato.com/mumbai/pravin-sandwich-kalwa/info,687,Quick Bites,12noon to 12midnight(Mon-Sun),Not rated,-,-
S S Caterers,350,"North Indian,Chinese,Fast Food",Mumbai,Chandivali,https://www.zomato.com/mumbai/s-s-caterers-chandivali/info,687,Quick Bites,8am to 6pm(Mon-Sun),Not rated,-,-
Mahavir Bhojanalay,350,"Gujarati,Maharashtrian,North Indian",Mumbai,Kopar Khairane,https://www.zomato.com/mumbai/mahavir-bhojanalay-kopar-khairane-navi-mumbai/info,687,none,"11am to 2pm,545pm to 1045pm(Mon-Sun)",Not rated,-,-
Queen's Feast,500,North Indian,Mumbai,Upvan-- Thane West,https://www.zomato.com/mumbai/queens-feast-upvan-thane-west/info,687,none,11am to 11pm(Mon-Sun),Not rated,-,-
Fantasy The Cake Shop,400,"Bakery,Desserts",Mumbai,Airoli,https://www.zomato.com/mumbai/fantasy-the-cake-shop-airoli-navi-mumbai/info,687,Bakery,11am to 11pm(Mon-Sun),Not rated,-,-
Zuppa Soupa,200,"Asian,European",Mumbai,Goregaon West,https://www.zomato.com/mumbai/zuppa-soupa-goregaon-west/info,687,none,12noon to 830pm(Mon-Sun),Not rated,-,-
R K Mummy's Kitchen,400,"Chinese,North Indian",Mumbai,Kurla,https://www.zomato.com/mumbai/r-k-mummys-kitchen-kurla/info,688,Casual Dining,11am to 12midnight(Mon-Sun),Not rated,-,-
The Happy Place,400,"Bakery,Desserts",Mumbai,Santacruz West,https://www.zomato.com/mumbai/the-happy-place-santacruz-west/info,688,none,9am to 6pm(Mon-Sun),Not rated,-,-
K Kebab,200,"Rolls,Kebab",Mumbai,Old Panvel,https://www.zomato.com/mumbai/k-kebab-old-panvel-navi-mumbai/info,688,none,5pm to 12midnight(Mon-Sun),Not rated,-,-
Hariom Sandvich Center,150,Fast Food,Mumbai,Vasai,https://www.zomato.com/mumbai/hariom-sandvich-center-vasai/info,688,Quick Bites,930am to 1030pm(Mon-Sun),Not rated,-,-
Nawab's Biryani & Kebas,400,"Biryani,Mughlai",Mumbai,Borivali East,https://www.zomato.com/mumbai/nawabs-biryani-kebas-borivali-east/info,688,Quick Bites,7pm to 11pm(Mon-Sun),None,NEW,NEW
Bansuriwala Food Mall,700,Chinese,Mumbai,Mira Road,https://www.zomato.com/mumbai/bansuriwala-food-mall-mira-road/info,688,Casual Dining,10am to 1130pm(Mon-Sun),None,NEW,NEW
Chinese Adda,300,Chinese,Mumbai,Mira Road,https://www.zomato.com/mumbai/chinese-adda-1-mira-road/info,688,Quick Bites,11am to 12midnight(Mon-Sun),None,NEW,NEW
Mayur Family Point,350,Chinese,Mumbai,Kalyan,https://www.zomato.com/mumbai/mayur-family-point-kalyan/info,688,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.2,11
Me So Hungry,300,North Indian,Mumbai,Powai,https://www.zomato.com/mumbai/me-so-hungry-powai/info,688,none,11am to 11pm(Mon-Sun),Good,3.6,32
Entisi Chocolatier,600,"Bakery,Desserts",Mumbai,Thane East,https://www.zomato.com/mumbai/entisi-chocolatier-thane-east-thane/info,688,Bakery,11am to 11pm(Mon-Sun),None,NEW,NEW
Shubham's Balaji Treats,450,"South Indian,North Indian,Chinese,Street Food,Beverages",Mumbai,Nalasopara,https://www.zomato.com/mumbai/shubhams-balaji-treats-nalasopara/info,688,Casual Dining,830am to 1130pm(Mon-Sun),Average,3.4,28
Tantrum Cafe,400,Cafe,Mumbai,Mulund West,https://www.zomato.com/mumbai/tantrum-cafe-mulund-west/info,688,Café,12noon to 11pm(Mon-Sun),Good,3.6,78
Kadam Katta,500,"North Indian,Malwani",Mumbai,Dombivali West,https://www.zomato.com/mumbai/kadam-katta-dombivali-west-thane/info,688,Casual Dining,"11am to 245pm,7pm to 11pm(Mon-Sun)",Average,3.2,10
Absolute Punjabi,600,"North Indian,Chinese",Mumbai,Nerul,https://www.zomato.com/mumbai/absolute-punjabi-nerul-navi-mumbai/info,688,none,12noon to 11pm(Mon-Sun),None,NEW,NEW
DOLCEMI,500,Bakery,Mumbai,Bandstand-- Bandra West,https://www.zomato.com/mumbai/dolcemi-1-bandstand-bandra-west/info,688,none,"Closed(Mon),12noon to 7pm(Tue-Sun)",Average,3.4,19
Ghef's Premium Takeaway,550,"Italian,Chinese,Asian,Desserts",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/ghefs-premium-takeaway-1-linking-road-bandra-west/info,689,Quick Bites,11am to 12midnight(Mon-Sun),Good,3.9,127
Hotel Santosh,300,"Chinese,North Indian,Street Food",Mumbai,Chembur,https://www.zomato.com/mumbai/hotel-santosh-chembur/info,689,Quick Bites,7am to 11pm(Mon-Sun),Average,3.2,8
Hotel Red Chilly,300,"Fast Food,Chinese",Mumbai,Kalyan,https://www.zomato.com/mumbai/hotel-red-chilly-kalyan-thane/info,689,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Ken-Mary's,100,"Fast Food,Bakery,Desserts",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/ken-marys-hill-road-bandra-west/info,689,Bakery,10am to 11pm(Mon-Sun),Good,3.5,17
Big Bite Burger,200,Fast Food,Mumbai,Bandra East,https://www.zomato.com/mumbai/big-bite-burger-bandra-east/info,689,Quick Bites,11am to 1030pm(Mon-Sun),Not rated,-,-
Rocksalt Food Truck,300,"Italian,Fast Food",Mumbai,Kalyan,https://www.zomato.com/rocksalt-food-truck-food-truck/info,689,Food Truck,"5pm to 11pm(Mon-Thu),5pm to 10pm(Fri-Sun)",Good,3.8,94
City Food Restaurant,300,"Chinese,North Indian,Mughlai,Fast Food",Mumbai,Turbhe,https://www.zomato.com/mumbai/city-food-restaurant-1-turbhe-navi-mumbai/info,689,Casual Dining,10am to 11pm(Mon-Sun),Average,3.1,4
Citizen Restaurant,250,"Chinese,Mughlai",Mumbai,Sion,https://www.zomato.com/mumbai/citizen-restaurant-sion/info,689,Quick Bites,6am to 1130pm(Mon-Sun),Average,2.6,19
Bappa Chinese & Franki Corner,350,Chinese,Mumbai,Kalyan,https://www.zomato.com/mumbai/bappa-chinese-franki-corner-kalyan-thane/info,689,Quick Bites,12noon to 11pm(Mon-Sun),Average,3,6
Laxmi Vilas Hindu Restaurant,200,South Indian,Mumbai,Kalbadevi,https://www.zomato.com/mumbai/laxmi-vilas-hindu-restaurant-kalbadevi/info,689,Quick Bites,7am to 10pm(Mon-Sun),Average,3.3,15
Vihar,450,"North Indian,Chinese,Seafood",Mumbai,Kalyan,https://www.zomato.com/mumbai/vihar-kalyan/info,689,Casual Dining,"11am to 330pm,7pm to 11pm(Mon-Sun)",Average,2.9,14
Breakfastlelo.com,250,North Indian,Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/breakfastlelo-com-near-andheri-east-station/info,689,none,8am to 12noon(Mon-Sun),Average,2.7,109
Hang On Food,200,Fast Food,Mumbai,Kandivali East,https://www.zomato.com/mumbai/hang-on-food-kandivali-east/info,689,none,12noon to 11pm(Mon-Sun),Not rated,-,-
Cafe Farhan,300,"North Indian,Chinese,Mughlai",Mumbai,Mahim,https://www.zomato.com/mumbai/cafe-farhan-mahim/info,689,Quick Bites,7am to 11pm(Mon-Sun),Average,2.7,18
Gokul Sweets,250,"Bakery,Fast Food,Rolls",Mumbai,Jogeshwari,https://www.zomato.com/mumbai/gokul-sweets-jogeshwari/info,689,Bakery,10am to 10pm(Mon-Sun),Average,3.1,7
Sweeven - The Original Belgian Waffle,350,Desserts,Mumbai,Jogeshwari,https://www.zomato.com/mumbai/sweeven-the-original-belgian-waffle-jogeshwari/info,69,Dessert Parlor,1230pm to 1am(Mon-Sun),Very Good,4.1,53
The Hotchick Cafe,500,"Mediterranean,Middle Eastern,Cafe",Mumbai,Juhu,https://www.zomato.com/mumbai/the-hotchick-cafe-juhu/info,69,Quick Bites,11am to 1am(Mon-Sun),None,NEW,NEW
Desi Burger,250,Burger,Mumbai,Bhayandar,https://www.zomato.com/mumbai/desi-burger-bhayandar/info,69,Quick Bites,"12midnight to 455am,8am to 12midnight...",Good,3.5,24
Hot & Dry,200,"Lebanese,Chinese,Momos",Mumbai,Jogeshwari,https://www.zomato.com/mumbai/hot-dry-jogeshwari/info,69,Quick Bites,12noon to 1am(Mon-Sun),Average,3.2,8
Ashok Healthy Food Kitchen,400,"North Indian,Chinese",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/ashok-healthy-food-kitchen-1-vile-parle-west/info,69,none,"12noon to 4pm,7pm to 4am(Mon-Sun)",Average,3.3,14
Mogul Sarai,800,"Chinese,North Indian,Mughlai,Fast Food",Mumbai,Bandra Talao-- Bandra West,https://www.zomato.com/mumbai/mogul-sarai-bandra-talao-bandra-west/info,69,Casual Dining,7pm to 5am(Mon-Sun),Good,3.8,166
Open China,1500,"Chinese,Asian,Cantonese,Seafood",Mumbai,Juhu,https://www.zomato.com/mumbai/open-china-juhu/info,69,Casual Dining,"12noon to 330pm,7pm to 1230AM(Mon-Sun)",Very Good,4.1,410
Snacks.com,150,"Chinese,Fast Food",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/snacks-com-vile-parle-west/info,69,Quick Bites,"8am to 2pm,5pm to 2am(Mon-Sun)",Good,3.5,28
Paratha Express,200,"Rolls,North Indian",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/paratha-express-andheri-lokhandwala/info,69,none,"930am to 430pm,630pm to 4am(Mon-Sun)",Average,2.6,20
Wok N More,400,"Chinese,North Indian",Mumbai,Manpada-- Thane West,https://www.zomato.com/mumbai/wok-n-more-manpada-thane-west-thane/info,69,Quick Bites,7pm to 4am(Mon-Sun),Good,3.6,43
Lalit Fine Dine,900,"Chinese,North Indian,Seafood",Mumbai,Goregaon West,https://www.zomato.com/mumbai/lalit-fine-dine-goregaon-west/info,69,Casual Dining,1130am to 1245AM(Mon-Sun),Good,3.7,251
Monsoon,800,"Chinese,Mughlai,North Indian,Malwani,Seafood,Italian",Mumbai,Haware Centurion Mall-- Seawoods,https://www.zomato.com/mumbai/monsoon-nerul-navi-mumbai/info,69,Casual Dining,1130am to 3am(Mon-Sun),Good,3.9,248
Radha Krishna,750,"North Indian,South Indian,Street Food,Chinese",Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/radha-krishna-near-andheri-west-station/info,69,Casual Dining,9am to 1130pm(Mon-Sun),Good,3.9,1255
Maharaja Bhog,1200,North Indian,Mumbai,Oberoi Mall-- Goregaon East,https://www.zomato.com/mumbai/maharaja-bhog-goregaon-east/info,69,Casual Dining,"12noon to 330pm,7pm to 11pm(Mon-Fri),12noon to ...",Very Good,4.2,1807
Pure Milk Centre,500,"South Indian,Fast Food,Beverages,Street Food",Mumbai,Ghatkopar East,https://www.zomato.com/mumbai/pure-milk-centre-ghatkopar-east/info,69,Quick Bites,130pm to 1130pm(Mon-Sun),Very Good,4.3,1966
D Sharma Punjab,350,"North Indian,Biryani,Chinese",Mumbai,Khar,https://www.zomato.com/mumbai/d-sharma-punjab-khar/info,690,Casual Dining,"9am to 4pm,730pm to 1030pm(Mon-Sun)",Average,3.3,33
Mejwani Lunch,350,"Chinese,North Indian",Mumbai,New Panvel,https://www.zomato.com/mumbai/mejwani-lunch-new-panvel-navi-mumbai/info,690,Casual Dining,"1pm to 330pm,630pm to 1130pm(Mon-Sun)",Average,3.2,10
Sapthagiri Chinese Treat,600,"Chinese,Thai",Mumbai,Airoli,https://www.zomato.com/mumbai/sapthagiri-chinese-treat-airoli-navi-mumbai/info,690,Casual Dining,11am to 1130pm(Mon-Sun),Average,3.2,59
Hotel Radha Krishna,400,"South Indian,North Indian,Chinese",Mumbai,Kalyan,https://www.zomato.com/mumbai/hotel-radha-krishna-kalyan/info,690,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,22
Gurudev Restaurant & Bar,500,"North Indian,Chinese,Mughlai",Mumbai,Dombivali East,https://www.zomato.com/mumbai/gurudev-restaurant-bar-dombivali-east-thane/info,690,Casual Dining,930am to 1130pm(Mon-Sun),Good,3.5,30
Vrindavan Bar & Restaurant,500,"North Indian,Chinese",Mumbai,Vasai,https://www.zomato.com/mumbai/vrindavan-bar-restaurant-vasai/info,690,Casual Dining,11am to 11pm(Mon-Sun),Average,3,5
Citizen Bakery,150,"Bakery,Desserts",Mumbai,Borivali West,https://www.zomato.com/mumbai/citizen-bakery-borivali-west/info,690,Bakery,7am to 10pm(Mon-Sun),Average,3.4,40
Jaishree,450,"North Indian,South Indian,Fast Food,Chinese,Beverages",Mumbai,Dombivali East,https://www.zomato.com/mumbai/jaishree-dombivali-east/info,690,Casual Dining,730am to 11pm(Mon-Sun),Average,3.2,12
Faavia,300,Desserts,Mumbai,Matunga East,https://www.zomato.com/mumbai/faavia-1-matunga-east/info,690,Dessert Parlor,"Closed(Mon),10am to 8pm(Tue-Sun)",Average,3.4,24
Swagat,350,"Fast Food,Street Food,Chinese,Juices,Pizza,Sandwich",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/swagat-linking-road-bandra-west/info,690,Casual Dining,7am to 11pm(Mon-Sun),Average,2.7,49
The Parcel,500,"North Indian,Chinese",Mumbai,Dombivali East,https://www.zomato.com/mumbai/the-parcel-dombivali-east-thane/info,690,Quick Bites,"11am to 3pm,6pm to 11pm(Mon-Sun)",Good,3.5,236
Maha Siddhi,250,"Sandwich,Fast Food",Mumbai,Dadar West,https://www.zomato.com/mumbai/maha-siddhi-dadar-west/info,690,Quick Bites,8am to 1030pm(Mon-Sun),Not rated,-,-
Zankar Juice & Snacks Corner,200,"South Indian,Street Food",Mumbai,Airoli,https://www.zomato.com/mumbai/zankar-juice-snacks-corner-airoli-navi-mumbai/info,690,Quick Bites,730am to 1030pm(Mon-Sun),Average,3.2,31
Shree Ganesh Fast Food Corner,200,"Fast Food,Street Food,Pizza,Sandwich",Mumbai,Vasai,https://www.zomato.com/mumbai/shree-ganesh-fast-food-corner-vasai/info,690,Quick Bites,12noon to 1130pm(Mon-Sun),Average,3.2,15
Picardo's,200,"Desserts,Fast Food",Mumbai,Bhandup,https://www.zomato.com/mumbai/picardos-1-bhandup/info,690,Dessert Parlor,9am to 1030pm(Mon-Sun),Average,3,17
China Delicacy,450,"Biryani,North Indian,Chinese",Mumbai,Malad West,https://www.zomato.com/mumbai/china-delicacy-malad-west/info,691,Casual Dining,12noon to 12midnight(Mon-Sun),Good,3.5,100
China Town,400,Chinese,Mumbai,Vasai,https://www.zomato.com/mumbai/china-town-1-vasai/info,691,Casual Dining,"1130am to 3pm,7pm to 1130pm(Mon-Sun)",Not rated,-,-
Mumbadevi Jalebiwala,200,Mithai,Mumbai,Fort,https://www.zomato.com/mumbai/mumbadevi-jalebiwala-fort/info,691,Sweet Shop,11am to 10pm(Mon-Sun),Good,3.5,15
Saarthi,650,"North Indian,Chinese,Seafood",Mumbai,Kamothe,https://www.zomato.com/mumbai/saarthi-kamothe-navi-mumbai/info,691,Casual Dining,11am to 12midnight(Mon-Sun),Average,3,21
Woodstok,600,"North Indian,Chinese,South Indian,Continental",Mumbai,Ghatkopar East,https://www.zomato.com/mumbai/woodstok-ghatkopar-east/info,691,Casual Dining,"11am to 3pm,7pm to 12midnight(Mon-Sun)",Average,3.4,42
Sammy's B,350,Fast Food,Mumbai,Equinox Business Park-- Kurla,https://www.zomato.com/mumbai/sammys-b-kurla/info,691,Quick Bites,11am to 7pm(Mon-Sun),Average,3.2,13
Days Lite Life,650,"North Indian,Chinese,Seafood",Mumbai,Goregaon West,https://www.zomato.com/mumbai/days-lite-life-goregaon-west/info,691,Casual Dining,1130am to 12midnight(Mon-Sun),Average,3.1,37
Singh's Kitchen,550,"Seafood,Biryani,North Indian,Chinese",Mumbai,Khar,https://www.zomato.com/mumbai/singhs-kitchen-khar/info,691,none,"12noon to 3pm,7pm to 11pm(Mon-Sun)",Average,3.3,23
Aaman,500,"North Indian,Chinese,Seafood",Mumbai,Sanpada,https://www.zomato.com/mumbai/aaman-sanpada-navi-mumbai/info,691,Casual Dining,1130am to 12midnight(Mon-Sun),Average,2.9,8
New Regal,450,"North Indian,Chinese,Seafood,South Indian,Juices",Mumbai,Kalyan,https://www.zomato.com/mumbai/new-regal-kalyan/info,691,Casual Dining,10am to 11pm(Mon-Sun),Average,3.2,7
Fantasia's Food Corner,550,"Chinese,North Indian",Mumbai,Vashi,https://www.zomato.com/mumbai/fantasias-food-corner-vashi-navi-mumbai/info,691,Quick Bites,"12noon to 845pm(Mon-Sat),12noon to 4pm(Sun)",Average,3.1,5
Sukanta's,400,"Chinese,North Indian",Mumbai,Kandivali West,https://www.zomato.com/mumbai/sukantas-kandivali-west/info,691,Quick Bites,"11am to 3pm,6pm to 12midnight(Mon-Sun)",Average,2.5,18
Meeting Point,400,"North Indian,Chinese,South Indian,Fast Food",Mumbai,Bhandup,https://www.zomato.com/mumbai/meeting-point-bhandup/info,691,Quick Bites,7am to 11pm(Mon-Sun),Average,3.2,7
Sadguru,600,"North Indian,Chinese",Mumbai,Bhandup,https://www.zomato.com/mumbai/sadguru-bhandup/info,691,Casual Dining,10am to 12midnight(Mon-Sun),Average,3.1,11
Cakes N More,200,"Bakery,Desserts,Patisserie",Mumbai,Malabar Hill,https://www.zomato.com/mumbai/cakes-n-more-malabar-hill/info,691,Bakery,9am to 9pm(Mon-Sun),Good,3.5,55
Shree Ram Boarding House,550,"Seafood,North Indian",Mumbai,Girgaum,https://www.zomato.com/mumbai/shree-ram-boarding-house-girgaum/info,692,Casual Dining,"11am to 330pm,7pm to 1130pm(Mon-Sun)",Good,3.8,75
Hotel Fresh,550,"North Indian,Chinese,Malwani,Mughlai",Mumbai,Kopar Khairane,https://www.zomato.com/mumbai/hotel-fresh-kopar-khairane-navi-mumbai/info,692,Casual Dining,"6pm to 12midnight(Mon),11am to 330pm,6pm to ...",Average,2.7,20
Hotel Dwaraka,600,"North Indian,Chinese",Mumbai,Mulund West,https://www.zomato.com/mumbai/hotel-dwaraka-mulund-west/info,692,Quick Bites,"11am to 4pm,6pm to 12midnight(Mon,Tue,Wed...",Average,3.3,31
Little Bite,550,"North Indian,Chinese",Mumbai,Bhandup,https://www.zomato.com/mumbai/little-bite-bhandup/info,692,Quick Bites,7am to 1130pm(Mon-Sun),Average,2.9,4
Express Pizza Corner,550,"Pizza,North Indian,Fast Food,Street Food,Beverages,Indian",Mumbai,Kalyan,https://www.zomato.com/mumbai/express-pizza-corner-kalyan/info,692,Quick Bites,10am to 1130pm(Mon-Sun),Average,2.7,67
Ganesh Restaurant & Bar,500,"Chinese,Biryani,Mughlai",Mumbai,Parel,https://www.zomato.com/mumbai/ganesh-restaurant-bar-parel/info,692,Quick Bites,"11am to 3pm,7pm to 11pm(Mon-Sun)",Average,3.1,9
Shabari Pure Veg,500,"North Indian,Street Food,Chinese,South Indian,Fast Food",Mumbai,Nalasopara,https://www.zomato.com/mumbai/shabari-pure-veg-nalasopara/info,692,Casual Dining,"8am to 4pm,6pm to 1130pm(Mon-Sun)",Average,2.7,22
