,name,address,phone,online_order,rest_type,cuisines,listed_in(type),book_table,rate,approx_cost(for two people),menu_item,listed_in(city)
24495,The London Shakes,"6th Cross, Sai Baba Temple Road, Kundalahalli, Marathahalli, Bangalore","080 67466725
080 42034380",Yes,Quick Bites,"Fast Food, Beverages",Dine-out,No,4.1 /5,300,[],Marathahalli
24496,The London Shakes,"6th Cross, Sai Baba Temple Road, Kundalahalli, Marathahalli, Bangalore","080 67466725
080 42034380",Yes,Quick Bites,"Fast Food, Beverages",Delivery,No,4.1/5,300,"['Tandoori Spicy Maggi', 'Classic Fries', 'Cashew Chips Shake', 'Corn Cheese Pizza', 'Margherita Pizza', 'Corn Cheese Pizza', 'Veggie Supreme Pizza', 'Peri Peri Veggie Pizza', 'Paneer Supreme Pizza', 'Slice of Heaven', 'Slices of Glory', 'Crunchy Broken Bites', 'White Sauce Pasta', 'Red Sauce Pasta', 'Noodles Fusion Pasta', 'Jumbo Burger', 'Aloo Tikki Burger', 'Classic Cheese Burger', 'Peri Peri Burger', 'Butter Toast Sandwich', 'Cheese Butter Toast Sandwich', 'Veg Grilled Sandwich', 'Rich Creamy Sandwich', 'Cheese Chutney Sandwich', 'Coleslaw Sandwich', 'Cheese Triangle', 'Cheese Waffers', 'Cheese Shots', 'London Nachos', 'Barbeque Nachos', 'Cheese Veggie Nachos', 'Indo London Nachos', 'Naughty Creamy Nachos', 'Garlic Bread', 'Cheese Garlic Bread', 'Spicy Garlic Bread', 'Exotic Garlic Bread', 'Mixed Veg Maggi', 'Tandoori Spicy Maggi', 'South Indian Maggi', 'Plain Maggi', 'Classic Fries', 'Peri Peri Fries', 'London Fries', 'Barbeque Fries', 'Indo London Fries', 'Naughty Fries', 'Creamy Temptation Fries', 'Rose Rabri', 'Banana Burst', 'Raspberry Storm', 'Kiwi Cuddle', 'Melting Paan', 'Boomer Blast', 'Exotic Saffron', 'Blue Blast', 'Cold Coffee', 'Chocolate Cold Coffee', 'Roasted Hazelnut Cold Coffee', 'Mango Cold Coffee', 'Sugar Free Cold Coffee', 'Cojito Mojito', 'Red Melon Mojito', 'Green Apple Mojito', 'Mango Mint Mojito', 'Blue Magic Mojito', 'Litchi Mojito', 'Green Apple Blast', 'Watermelon Litchi Blast', 'Blueberry Blast', 'Lemon Iced Tea', 'Strawberry Iced Tea', 'Masala Lemonade', 'The London Beer', 'Pineapple N Lemon Shake', 'Black Currant Shake', 'Almond Fun', 'Choco Love', 'Afghani Dry Fruits Shake', 'Cashew Chips Shake', 'Chocolate Paan', 'Choco Kulfi', 'Tutti Frutti', 'Strawberry Chocolate Shake', 'Kesar Badam Shake', 'Cold Coffee', 'Chocolate Cold Coffee', 'Roasted Hazelnut Cold Coffee', 'Mango Cold Coffee', 'Sugar Free Cold Coffee', 'Chocolate Shake', 'Chocolate Chips', 'Choco Oreo Shake', 'Kit Kat Shake', 'Vanilla Shake', 'Butterscotch Shake', 'Strawberry Shake', 'Mango Shake', 'Rose Shake', 'Classic Kulfi Shake', 'Pani Puri Shake', 'Coconut Buzz Shake', 'Healthy Fuel Shake', 'Mango Lassi', 'Paan Lassi', 'Saffron Lassi', 'Litchi Ice Cream Soda', 'Green Apple Ice Cream Soda', 'Lemon Blue Berry Pearl Iced Tea', 'Strawberry Litchi Pearl Iced Tea']",Brookefield
24497,The London Shakes,"6th Cross, Sai Baba Temple Road, Kundalahalli, Marathahalli, Bangalore","080 67466725
080 42034380",Yes,Quick Bites,"Fast Food, Beverages",Dine-out,No,4.1/5,300,[],Brookefield
24498,The Lounge - Eden Park Restaurants,"Eden Park Restaurants, 722/2, 36th Cross, 10th A Main, Near Telephone Exchange, 4th Block, Jayanagar, Bangalore",+91 8880845845,No,Lounge,"North Indian, Afghan",Delivery,Yes,3.8/5,"1,350",[],Jayanagar
24499,The Lounge - Eden Park Restaurants,"Eden Park Restaurants, 722/2, 36th Cross, 10th A Main, Near Telephone Exchange, 4th Block, Jayanagar, Bangalore",+91 8880845845,No,Lounge,"North Indian, Afghan",Dine-out,Yes,3.7 /5,"1,350",[],Jayanagar
24500,The Lounge - Eden Park Restaurants,"Eden Park Restaurants, 722/2, 36th Cross, 10th A Main, Near Telephone Exchange, 4th Block, Jayanagar, Bangalore",+91 8880845845,No,Lounge,"North Indian, Afghan",Drinks & nightlife,Yes,3.8/5,"1,350",[],Jayanagar
24501,The Lounge - Eden Park Restaurants,"Eden Park Restaurants, 722/2, 36th Cross, 10th A Main, Near Telephone Exchange, 4th Block, Jayanagar, Bangalore",+91 8880845845,No,Lounge,"North Indian, Afghani",Delivery,Yes,3.7/5,"1,350",[],Basavanagudi
24502,The Lounge - Eden Park Restaurants,"Eden Park Restaurants, 722/2, 36th Cross, 10th A Main, Near Telephone Exchange, 4th Block, Jayanagar, Bangalore",+91 8880845845,No,Lounge,"North Indian, Afghani",Dine-out,Yes,3.7/5,"1,350",[],Basavanagudi
24503,The Lounge - Eden Park Restaurants,"Eden Park Restaurants, 722/2, 36th Cross, 10th A Main, Near Telephone Exchange, 4th Block, Jayanagar, Bangalore",+91 8880845845,No,Lounge,"North Indian, Afghani",Drinks & nightlife,Yes,3.7/5,"1,350",[],Basavanagudi
24504,The Lounge - The Chancery Pavilion,"The Chancery Pavillion, Residency Road, Bangalore","080 41414141
080 22276767",No,Casual Dining,"Chinese, North Indian, South Indian",Dine-out,No,3.7 /5,"2,000",[],Lavelle Road
24505,The Lounge - The Chancery Pavilion,"The Chancery Pavillion, Residency Road, Bangalore","080 41414141
080 22276767",No,Casual Dining,"Chinese, North Indian, South Indian",Dine-out,No,3.7/5,"2,000",[],Brigade Road
24506,The Mad Teapot,"295 & 296, First Floor, 100 Feet Road, Indiranagar, Bangalore",080 40931683,No,Cafe,Cafe,Cafes,Yes,4.1/5,850,[],Indiranagar
24507,The Mad Teapot,"295 & 296, First Floor, 100 Feet Road, Indiranagar, Bangalore",080 40931683,No,Cafe,Cafe,Dine-out,Yes,4.1/5,850,[],Indiranagar
24508,The Magic Chef,"Sparsh Hospital Road, Bommasandra, Electronic City, Bangalore",+91 8105953923,No,Quick Bites,"North Indian, Chinese",Delivery,No,3.7/5,300,[],Electronic City
24509,The Magic Chef,"Sparsh Hospital Road, Bommasandra, Electronic City, Bangalore",+91 8105953923,No,Quick Bites,"North Indian, Chinese",Dine-out,No,3.7/5,300,[],Electronic City
24510,The Malabari,"Site 1, Katha 52/1, Doddathagur, Phase 1, Electronic City, Bangalore",+91 8296908885,No,Quick Bites,"South Indian, Fast Food",Dine-out,No,,300,[],Electronic City
24511,The Mangalorean,"21, Ground Floor, Praise the Lord Mansion, Nehru Road, Kammanahalli Circle, Kammanahalli, Bangalore",+91 7349446837,Yes,Casual Dining,"Konkan, Mangalorean, Seafood",Delivery,Yes,4.1/5,550,[],Frazer Town
24512,The Mangalorean,"21, Ground Floor, Praise the Lord Mansion, Nehru Road, Kammanahalli Circle, Kammanahalli, Bangalore",+91 7349446837,Yes,Casual Dining,"Konkan, Mangalorean, Seafood",Dine-out,Yes,4.1/5,550,[],Kalyan Nagar
24513,The Maori - Aurick Boutique Hotel,"Aurick Boutique Hotel, 598, 15th Cross, 35th Main, 6th Phase, JP Nagar, Bangalore",080 49011000,No,Casual Dining,"Chinese, North Indian",Buffet,No,3.5/5,"1,000",[],Jayanagar
24514,The Maori - Aurick Boutique Hotel,"Aurick Boutique Hotel, 598, 15th Cross, 35th Main, 6th Phase, JP Nagar, Bangalore",080 49011000,No,Casual Dining,"Chinese, North Indian",Delivery,No,3.5/5,"1,000",[],Jayanagar
24515,The Maori - Aurick Boutique Hotel,"Aurick Boutique Hotel, 598, 15th Cross, 35th Main, 6th Phase, JP Nagar, Bangalore",080 49011000,No,Casual Dining,"Chinese, North Indian",Dine-out,No,3.5 /5,"1,000",[],Jayanagar
24516,The Marash,"Shop 88, Jyoti Nivas College Road, Kormangala 5th Block, Bangalore",+91 8050000164,Yes,Dessert Parlor,"Turkish, Desserts",Delivery,No,4.3/5,250,[],BTM
24517,The Marash,"Shop 88, Jyoti Nivas College Road, Kormangala 5th Block, Bangalore",+91 8050000164,Yes,Dessert Parlor,"Turkish, Desserts",Desserts,No,4.3 /5,250,[],BTM
24518,The Marina,"311, Gowra, Binnamangala, 1st Stage, Indiranagar, Bangalore",080 49653074,No,Casual Dining,"Seafood, Continental, North Indian, South Indian",Dine-out,No,4.4/5,"1,200",[],Indiranagar
24519,The Market - The Ritz-Carlton,"The Ritz-Carlton, 99, Residency Road, Bangalore",080 49148341,No,Fine Dining,"North Indian, European, Thai",Buffet,Yes,4.3 /5,"3,400",[],Brigade Road
24520,The Market - The Ritz-Carlton,"The Ritz-Carlton, 99, Residency Road, Bangalore",080 49148341,No,Fine Dining,"North Indian, European, Thai",Dine-out,Yes,4.3/5,"3,400",[],Brigade Road
24521,The Meal Story,"13/23, 3rd Floor, Above HDFC Bank Haralur Main Road, Ambalipura, Sarjapur Road, Banglore","+91 7338139001
080 48650407",Yes,Casual Dining,"North Indian, Street Food",Delivery,No,4.1 /5,700,[],Sarjapur Road
24522,The Meal Story,"13/23, 3rd Floor, Above HDFC Bank Haralur Main Road, Ambalipura, Sarjapur Road, Banglore","+91 7338139001
080 48650407",Yes,Casual Dining,"North Indian, Street Food",Dine-out,No,4.1 /5,700,"['Rabdi Jalebi', 'Tandoori Chicken', 'Dal Khichdi', 'Palak Dal Khichdi', 'Green Peas Dal Khichdi', 'Desi Ghee Jeera Tadka Rice', 'Garlic Butter Naan', 'Aloo Paratha', 'Paneer Paratha', 'Veg Regular Meal', 'Veg Premium Meal', 'Chicken Regular Meal', 'Chicken Premium Meal', 'Chole Bhature', 'Chole Puri Kheer Combo', 'Aloo Puri Kheer Combo', 'Matar Puri Kheer Combo', 'Sattu Puri Kheer Combo', 'Non Veg Gravy Combo', 'Yellow Dal Tadka', 'Kadai Paneer', 'Butter Chicken', 'Chicken Tikka Masala', 'Chicken Mughlai', 'Laccha Paratha with Chole Masala Combo', 'Laccha Paratha with Paneer Butter Masala Combo', 'Laccha Paratha with Dal Makhni', 'Jeera Rice with Paneer Butter Masala', 'Jeera Rice with Chole Masala', 'Jeera RIce with Dal Makhni Combo', 'Veg Regular Meal', 'Veg Premium Meal', 'Veg Special Meal', 'Chicken Regular Meal', 'Chicken Premium Meal', 'Chicken Special Meal', 'Chole Bhature', 'Chole Puri Kheer Combo', 'Aloo Puri Kheer Combo', 'Matar Puri Kheer Combo', 'Sattu Puri Kheer Combo', 'Gobhi Puri Kheer Combo', 'Paneer Puri Kheer Combo', 'Veg Gravy Combo', 'Non Veg Gravy Combo', 'Aloo Hariyali', 'Paneer Tikka', 'Hariyali Paneer Tikka', 'Malai Paneer Tikka', 'Lahsuni Malai Paneer Tikka', 'Paneer Achari Tikka', 'Tandoori Mushroom Kumbh Khazana', 'Tandoori Chicken', 'Chicken Tikka', 'Achari Chicken Tikka', 'Hariyali Chicken Tikka', 'Malai Chicken Tikka', 'Lahsuni Malai Chicken Tikka', 'Chicken Drumstick [4 Pieces]', 'Chicken Tangdi Kebab', 'Chicken Seekh Kebab', 'Chicken Shole Kabab', 'Yellow Dal Tadka', 'Yellow Dal Fry', 'Lahsooni Dal Tadka', 'Dal Makhani', 'Aloo Jeera', 'Aloo Gobhi Matar Masala', 'Bhindi Masala', 'Shahi Mix Veg', 'Mushroom 2 Pyaza', 'Mushroom Matar Masala', 'Chola Masala', 'Kadhi Pakoda', 'Palak Paneer', 'Matar Paneer', 'Paneer Butter Masala', 'Kadai Paneer', 'Paneer Kofta', 'Malai Paneer Kofta', 'Paneer Tikka Masala', 'Kaju Masala', '2 Egg Curry', 'Punjabi Chicken', 'Butter Chicken', 'Chicken Tikka Masala', 'Chicken Mughlai', 'Phulka', 'Ghee Phulka', 'Triangle Paratha', 'Lachha Paratha', 'Tandoori Roti', 'Butter Tandoori Roti', 'Plain Naan', 'Butter Naan', 'Garlic Butter Naan', 'Aloo Kulcha', 'Paneer Kulcha', 'Butter Missi Roti', 'Aloo Paratha', 'Pyaz Paratha', 'Palak Paratha', 'Gobhi Paratha', 'Methi Paratha', 'Green Matar Stuffed Paratha', 'Mix Veg Stuffed Paratha', 'Sattu Stuffed Paratha', 'Paneer Paratha', 'Aloo Amul Cheese Paratha', 'Pyaz Amul Cheese Paratha', 'Palak Amul Cheese Paratha', 'Gobi Amul Cheese Paratha', 'Methi Amul Cheese Paratha', 'Aloo Tandoori Paratha', 'Pyaz Tandoori Paratha', 'Methi Tandoori Paratha', 'Paneer Tandoori Paratha', 'Dal Khichdi', 'Palak Dal Khichdi', 'Green Peas Dal Khichdi', 'Mix Veg Dal Khichdi', 'Plain Basmati Rice', 'Desi Ghee Jeera Tadka Rice', 'Mix Veg Pulao', 'Veg Hakka Noodles', 'Veg Fried Rice', 'Paneer Fried Rice', 'Egg Hakka Noodles', 'Egg Fried Rice', 'Chicken Hakka Noodles', 'Chicken Fried Rice', 'Egg Chicken Fried Rice', 'Gobi Manchurian', 'Mushroom Manchurian', 'Chilli Paneer', 'Chicken Manchurian', 'Dragon Chicken Chilli', 'Smileys', 'Potato Nuggets', 'Nachos with Tomato Salsa', 'Veg Sandwich', 'Veg Burger', 'Chicken Sandwich', 'Chicken Burger', 'Green Salad', 'Boondi Raita', 'Mix Veg Raita', 'Pineapple Raita', 'Fried Papad', 'Roasted Papad', 'Masala Papad', 'Gulab Jamun', 'Jalebi', 'Shahi Tukda', 'Dry Fruit Kheer', 'Rabdi Jalebi', 'Masala Jaljeera', 'Masala Cola', 'Butter Milk', 'Sweet Lassi', 'Dry Fruit Lassi', 'Mango Lassi']",Sarjapur Road
24523,The Meal Story,"13/23, 3rd Floor, Above HDFC Bank Haralur Main Road, Ambalipura, Sarjapur Road, Banglore","+91 7338139001
080 48650407",Yes,Casual Dining,"North Indian, Street Food",Delivery,No,4.2/5,700,[],Bellandur
24524,The Meal Story,"13/23, 3rd Floor, Above HDFC Bank Haralur Main Road, Ambalipura, Sarjapur Road, Banglore","+91 7338139001
080 48650407",Yes,Casual Dining,"North Indian, Street Food",Dine-out,No,4.2/5,700,[],Bellandur
24525,The Midnight Kitchen,"17, Bhuvaneshwari Road, 2nd Cross, Koramangala 8th Block, Bangalore",+91 9148983663,Yes,Delivery,"Continental, Chinese",Delivery,No,3.8/5,250,[],Koramangala 4th Block
24526,The Milkshake Co and More,Delivery Only,+91 8892824186,Yes,"Takeaway, Delivery","Beverages, Desserts, Fast Food",Delivery,No,NEW,250,[],Electronic City
24527,The Milkshake Theory,"122/A KHB Colony, Koramangala 5th Block, Bangalore",080 49652118,Yes,Beverage Shop,"Beverages, Fast Food",Delivery,No,4.0/5,400,[],BTM
24528,The Milkshake Theory,"4, Madras Bank Road, Lavelle Road, Bangalore","+91 9886325247
+91 7760145681",Yes,Beverage Shop,"Beverages, Fast Food",Delivery,No,3.2 /5,400,[],Lavelle Road
24529,The Milkshake Theory,"4, Madras Bank Road, Lavelle Road, Bangalore","+91 9886325247
+91 7760145681",Yes,Beverage Shop,"Beverages, Fast Food",Delivery,No,3.2/5,400,"['Cold Coffee Shake', 'Vanilla Flavoured Milkshake', 'Kit Kat Shake', 'Hazelnut Chocolate Shake', 'Chocolate Oreo Shake', 'Mixed Berries Shake', 'Paan Gulkand Shake', 'Cold Coffee Shake', 'Butterscotch Flavoured Milkshake', 'Rose Gulkand Shake', 'Vanilla Flavoured Milkshake', 'Kit Kat Shake', 'Kinder Cool Shake', 'Bubblegum Shake', 'Dark Matter Frappe Shake', 'Hazelnut Chocolate Shake', 'Chocolate Oreo Shake', 'Almond Frappe Shake', 'Milano Shake', 'Oreo Cheesecake Shake', 'Nutty Crisp Cake Shake', 'Strawberry Flavoured Milkshake', 'Mango Flavoured Milkshake', 'Litchi Shake', 'Mixed Berries Shake', 'Tutti Frutti Shake', 'Cold Coffee Shake', 'Dry Fruits Shake', 'Mango Flavoured Milkshake', 'Almond and Date Shake', 'Almond Banana Oats Shake', 'Peanut Butter Banana Shake', 'Bluberry Flax Oats Shake', 'Tandai Shake', 'Paan Gulkand Shake', 'Falooda Shake', 'Kesar Badam Shake', 'Gulab Jamun Shake', 'Coco Lava Shake', 'Hazelnut Hormone Shake', 'The Dark Knight Shake', 'The Heavy Weight Champion Shake', 'Brownie Blast', 'Kesar Badam', 'Pomegranate Tea', 'Hot Chocolate', 'Mint Mojito', 'Blue Curacao Mojito', 'Vanilla Waffle', 'Chocolate Waffle', 'Vanilla Waffle with Honey and Cinnamon', 'Vanilla Waffle with Caramel Sauce', 'Cheese Sandwich', 'Cream Cheese Sandwich', 'Paneer Masala Sandwich', 'Paneer Schezwan Sandwich', 'Peri Peri Fries', 'Smoky BBQ Fries']",Frazer Town
24530,The Milkshake Theory,"4, Madras Bank Road, Lavelle Road, Bangalore","+91 9886325247
+91 7760145681",Yes,Beverage Shop,"Beverages, Fast Food",Delivery,No,3.2/5,400,"['Cold Coffee Shake', 'Vanilla Flavoured Milkshake', 'Kit Kat Shake', 'Hazelnut Chocolate Shake', 'Chocolate Oreo Shake', 'Mixed Berries Shake', 'Paan Gulkand Shake', 'Cold Coffee Shake', 'Butterscotch Flavoured Milkshake', 'Rose Gulkand Shake', 'Vanilla Flavoured Milkshake', 'Kit Kat Shake', 'Kinder Cool Shake', 'Bubblegum Shake', 'Dark Matter Frappe Shake', 'Hazelnut Chocolate Shake', 'Chocolate Oreo Shake', 'Almond Frappe Shake', 'Milano Shake', 'Oreo Cheesecake Shake', 'Nutty Crisp Cake Shake', 'Strawberry Flavoured Milkshake', 'Mango Flavoured Milkshake', 'Litchi Shake', 'Mixed Berries Shake', 'Tutti Frutti Shake', 'Cold Coffee Shake', 'Dry Fruits Shake', 'Mango Flavoured Milkshake', 'Almond and Date Shake', 'Almond Banana Oats Shake', 'Peanut Butter Banana Shake', 'Bluberry Flax Oats Shake', 'Tandai Shake', 'Paan Gulkand Shake', 'Falooda Shake', 'Kesar Badam Shake', 'Gulab Jamun Shake', 'Coco Lava Shake', 'Hazelnut Hormone Shake', 'The Dark Knight Shake', 'The Heavy Weight Champion Shake', 'Brownie Blast', 'Kesar Badam', 'Pomegranate Tea', 'Hot Chocolate', 'Mint Mojito', 'Blue Curacao Mojito', 'Vanilla Waffle', 'Chocolate Waffle', 'Vanilla Waffle with Honey and Cinnamon', 'Vanilla Waffle with Caramel Sauce', 'Cheese Sandwich', 'Cream Cheese Sandwich', 'Paneer Masala Sandwich', 'Paneer Schezwan Sandwich', 'Peri Peri Fries', 'Smoky BBQ Fries']",Church Street
24531,The Milkshake Theory,"4, Madras Bank Road, Lavelle Road, Bangalore","+91 9886325247
+91 7760145681",Yes,Beverage Shop,"Beverages, Fast Food",Delivery,No,3.2/5,400,"['Dark Matter Frappe Shake', 'Chocolate Oreo Shake', 'Mixed Berries Shake', 'Mango Flavoured Milkshake', 'Paan Gulkand Shake', 'Cold Coffee Shake', 'Butterscotch Flavoured Milkshake', 'Rose Gulkand Shake', 'Vanilla Flavoured Milkshake', 'Kit Kat Shake', 'Kinder Cool Shake', 'Bubblegum Shake', 'Dark Matter Frappe Shake', 'Hazelnut Chocolate Shake', 'Chocolate Oreo Shake', 'Almond Frappe Shake', 'Milano Shake', 'Oreo Cheesecake Shake', 'Nutty Crisp Cake Shake', 'Strawberry Flavoured Milkshake', 'Mango Flavoured Milkshake', 'Litchi Shake', 'Mixed Berries Shake', 'Tutti Frutti Shake', 'Cold Coffee Shake', 'Dry Fruits Shake', 'Mango Flavoured Milkshake', 'Almond and Date Shake', 'Almond Banana Oats Shake', 'Peanut Butter Banana Shake', 'Bluberry Flax Oats Shake', 'Tandai Shake', 'Paan Gulkand Shake', 'Falooda Shake', 'Kesar Badam Shake', 'Gulab Jamun Shake', 'Coco Lava Shake', 'Hazelnut Hormone Shake', 'The Dark Knight Shake', 'The Heavy Weight Champion Shake', 'Brownie Blast', 'Kesar Badam', 'Pomegranate Tea', 'Hot Chocolate', 'Mint Mojito', 'Blue Curacao Mojito', 'Vanilla Waffle', 'Chocolate Waffle', 'Vanilla Waffle with Honey and Cinnamon', 'Vanilla Waffle with Caramel Sauce', 'Cheese Sandwich', 'Cream Cheese Sandwich', 'Paneer Masala Sandwich', 'Paneer Schezwan Sandwich', 'Peri Peri Fries', 'Smoky BBQ Fries']",Brigade Road
24532,The Milkshake Theory,"43, 1st Floor, Kundalahalli Main Road, Silver Springs Layout, Whitefield, Bangalore",+91 9736263244,No,Beverage Shop,"Beverages, Fast Food",Delivery,No,,400,[],Brookefield
24533,The Milkshake Theory,"634, Siddhaiah Puranik Road, 3rd Stage, Basaveshwara Nagar, Bangalore",080 49652991,Yes,"Beverage Shop, Quick Bites","Beverages, Fast Food",Delivery,No,3.0 /5,400,"['Peri Peri Fries', 'Smoky BBQ Fries', 'Veg Margherita Pizza [8 inches]', 'Chocolate Waffle', 'Cold Coffee Shake', 'Butterscotch Flavoured Milkshake', 'Kit Kat Shake', 'Hazelnut Chocolate Shake', 'Chocolate Oreo Shake', 'Strawberry Flavoured Milkshake', 'Peanut Butter Banana Shake', 'Veg Margherita Pizza [8 inches]', 'Paneer Masala Sandwich', 'Paneer Schezwan Sandwich', 'Peri Peri Fries', 'Smoky BBQ Fries', 'Vanilla Waffle', 'Chocolate Waffle', 'Vanilla Waffle with Honey and Cinnamon', 'Vanilla Waffle with Caramel Sauce', 'Cold Coffee Shake', 'Butterscotch Flavoured Milkshake', 'Rose Gulkand Shake', 'Vanilla Flavoured Milkshake', 'Kit Kat Shake', 'Kinder Cool Shake', 'Bubblegum Shake', 'Dark Matter Frappe Shake', 'Hazelnut Chocolate Shake', 'Chocolate Oreo Shake', 'Almond Frappe Shake', 'Milano Shake', 'Oreo Cheesecake Shake', 'Nutty Crisp Cake Shake', 'Strawberry Flavoured Milkshake', 'Mango Flavoured Milkshake', 'Litchi Shake', 'Mixed Berries Shake', 'Tutti Frutti Shake', 'Cold Coffee Shake', 'Dry Fruits Shake', 'Mango Flavoured Milkshake', 'Almond and Date Shake', 'Almond Banana Oats Shake', 'Peanut Butter Banana Shake', 'Bluberry Flax Oats Shake', 'Tandai Shake', 'Paan Gulkand Shake', 'Falooda Shake', 'Kesar Badam Shake', 'Gulab Jamun Shake', 'Coco Lava Shake', 'Hazelnut Hormone Shake', 'The Dark Knight Shake', 'The Heavy Weight Champion Shake', 'Brownie Blast', 'Kesar Badam', 'Pomegranate Tea', 'Hot Chocolate']",Malleshwaram
24534,The Milkshake Theory,"65/1A, Sarjapur Main Road, Kaikondrahalli, Sarjapur Road, Bangalore",080 48905550,Yes,Beverage Shop,"Beverages, Fast Food",Delivery,No,3.7/5,400,[],Bellandur
24535,The Milkshake Theory,"Ashrith Corner, Near Ajmera Neeladri Road, Phase 1, Electronic City, Bangalore",080 49652816,Yes,Beverage Shop,"Beverages, Fast Food",Delivery,No,3.6/5,400,[],Electronic City
24536,The Milkshake Theory,"Kitchens@, Trifecta Adatto, 21, ITPB Main Road, Garudachar Palya, Whitefield, Bangalore",080 43334333,Yes,Beverage Shop,"Beverages, Fast Food",Delivery,No,NEW,400,"['Dark Matter Frappe', 'Hazelnut Chocolate', 'Chocolate Oreo', 'Kit Kat', 'Cold Coffee', 'Coco Lava', 'Hazelnut Hormone', 'Kesar Badam Shake', 'Dry Fruits', 'Cold Coffee', 'Butter Scotch', 'Rose Gulkhand', 'Vanilla', 'Kit Kat', 'Kinder Cool', 'Bubblegum', 'Dark Matter Frappe', 'Hazelnut Chocolate', 'Chocolate Oreo', 'Milano', 'Strawberry', 'Litchi Shake', 'Mixed Berries', 'Cold Coffee Shake', 'Dry Fruits', 'Almond And Date', 'Blue Berry Flax Oats', 'Kesar Badam Shake', 'Gulab Jamun', 'Kesar Badam', 'Hot Chocolate (regular)', 'Coco Lava', 'Hazelnut Hormone', 'The Dark Night', 'The Heavy Weight Champion']",Whitefield
24537,The Milkshake Theory,"Plama Heights, 4, Hennur Bagalur Road, Hennur Bande, Hennur, Bangalore","+91 9738263244
+91 9901062323",Yes,Beverage Shop,"Beverages, Fast Food",Delivery,No,3.5/5,400,[],Kammanahalli
24538,The Milkshake Theory,"Plama Heights, 4, Hennur Bagalur Road, Hennur Bande, Hennur, Bangalore","+91 9738263244
+91 9901062323",Yes,Beverage Shop,"Beverages, Fast Food",Delivery,No,3.5/5,400,[],Kalyan Nagar
24539,The Mint Resto Bar,"38/3, Opposite EMC 2, Doddanekkundi ORR, Marathahalli, Bangalore",+91 7259688882,No,"Casual Dining, Bar","North Indian, Chinese, Andhra",Buffet,Yes,2.6 /5,"1,000",[],Marathahalli
24540,The Mint Resto Bar,"38/3, Opposite EMC 2, Doddanekkundi ORR, Marathahalli, Bangalore",+91 7259688882,No,"Casual Dining, Bar","North Indian, Chinese, Andhra",Delivery,Yes,2.6 /5,"1,000",[],Marathahalli
24541,The Mint Resto Bar,"38/3, Opposite EMC 2, Doddanekkundi ORR, Marathahalli, Bangalore",+91 7259688882,No,"Casual Dining, Bar","North Indian, Chinese, Andhra",Dine-out,Yes,2.6 /5,"1,000",[],Marathahalli
24542,The Mint Resto Bar,"38/3, Opposite EMC 2, Doddanekkundi ORR, Marathahalli, Bangalore",+91 7259688882,No,"Casual Dining, Bar","North Indian, Chinese, Andhra",Drinks & nightlife,Yes,2.6 /5,"1,000",[],Marathahalli
24543,The Mirchi,"Ajmera Avenue, Phase 1, Electronic City, Bangalore","+91 8049566163
+91 9108906049",Yes,"Takeaway, Delivery","Chinese, North Indian, Bengali",Delivery,No,3.3/5,400,[],Electronic City
24544,The Modak,"38/1-24, Ground Floor, Opposite Ibblur Park, Near Sarjapur Flyover, Ibblur Village, Bellandur, Bangalore","+91 8048143308
+91 9538609140",Yes,Quick Bites,"North Indian, Street Food, Desserts, Chinese",Delivery,No,3.6 /5,400,[],Sarjapur Road
